,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
1985,2021-11-14,01061D,MVL,NP,Outdoor,Atmos,temp,36.21875,0.0,0.0
1998,2021-11-15,01001D,MVL,NP,Outdoor,Atmos,pm2.5,9.59375,2.0,0.0
2000,2021-11-15,01001D,MVL,NP,Outdoor,Atmos,rh,71.91041666666668,5.0,4.0
2001,2021-11-15,01001D,MVL,NP,Outdoor,Atmos,temp,33.24166666666667,0.0,0.0
2021,2021-11-15,01010D,MVL,NP,Outdoor,Atmos,pm2.5,6.78125,5.0,0.0
2023,2021-11-15,01010D,MVL,NP,Outdoor,Atmos,rh,59.68541666666667,0.0,0.0
2024,2021-11-15,01010D,MVL,NP,Outdoor,Atmos,temp,34.639583333333334,0.0,0.0
2044,2021-11-15,01027D,MVL,NP,Outdoor,Atmos,pm2.5,13.822916666666666,2.0,0.0
2046,2021-11-15,01027D,MVL,NP,Outdoor,Atmos,temp,34.041666666666664,0.0,0.0
2057,2021-11-15,01035D,MVL,NP,Outdoor,Atmos,pm2.5,11.854166666666666,1.0,0.0
2059,2021-11-15,01035D,MVL,NP,Outdoor,Atmos,rh,61.52916666666667,0.0,0.0
2060,2021-11-15,01035D,MVL,NP,Outdoor,Atmos,temp,34.134375,0.0,0.0
2073,2021-11-15,01042D,MVL,NP,Outdoor,Atmos,pm2.5,8.864583333333334,2.0,1.0
2087,2021-11-15,01049D,MVL,NP,Outdoor,Atmos,pm2.5,10.78125,2.0,0.0
2101,2021-11-15,01061D,MVL,NP,Outdoor,Atmos,pm2.5,12.270833333333334,0.0,0.0
2103,2021-11-15,01061D,MVL,NP,Outdoor,Atmos,rh,58.34791666666666,0.0,0.0
2104,2021-11-15,01061D,MVL,NP,Outdoor,Atmos,temp,35.175000000000004,0.0,0.0
2117,2021-11-16,01001D,MVL,NP,Outdoor,Atmos,pm2.5,21.770833333333332,0.0,0.0
2119,2021-11-16,01001D,MVL,NP,Outdoor,Atmos,rh,71.15208333333334,4.0,1.0
2120,2021-11-16,01001D,MVL,NP,Outdoor,Atmos,temp,33.99166666666667,0.0,0.0
2141,2021-11-16,01010D,MVL,NP,Outdoor,Atmos,pm2.5,17.979166666666668,0.0,0.0
2143,2021-11-16,01010D,MVL,NP,Outdoor,Atmos,rh,66.196875,0.0,0.0
2144,2021-11-16,01010D,MVL,NP,Outdoor,Atmos,temp,33.065625000000004,0.0,0.0
2157,2021-11-16,01016D,MVL,NP,Outdoor,Atmos,pm2.5,24.761363636363637,0.0,4.0
2159,2021-11-16,01016D,MVL,NP,Outdoor,Atmos,rh,42.63636363636363,0.0,4.0
2160,2021-11-16,01016D,MVL,NP,Outdoor,Atmos,temp,41.31931818181818,0.0,4.0
2173,2021-11-16,01027D,MVL,NP,Outdoor,Atmos,pm2.5,22.291666666666668,0.0,0.0
2175,2021-11-16,01027D,MVL,NP,Outdoor,Atmos,temp,33.21041666666667,0.0,0.0
2190,2021-11-16,01035D,MVL,NP,Outdoor,Atmos,pm2.5,26.9375,0.0,0.0
2192,2021-11-16,01035D,MVL,NP,Outdoor,Atmos,rh,67.15416666666667,0.0,0.0
2193,2021-11-16,01035D,MVL,NP,Outdoor,Atmos,temp,32.895833333333336,0.0,0.0
2206,2021-11-16,01042D,MVL,NP,Outdoor,Atmos,pm2.5,21.604166666666668,0.0,0.0
2220,2021-11-16,01049D,MVL,NP,Outdoor,Atmos,pm2.5,19.78125,0.0,0.0
2234,2021-11-16,01061D,MVL,NP,Outdoor,Atmos,pm2.5,27.125,0.0,0.0
2236,2021-11-16,01061D,MVL,NP,Outdoor,Atmos,rh,61.24791666666667,0.0,0.0
2237,2021-11-16,01061D,MVL,NP,Outdoor,Atmos,temp,34.91041666666667,0.0,0.0
2250,2021-11-17,01001D,MVL,NP,Outdoor,Atmos,pm2.5,8.328125,3.0,5.0
2252,2021-11-17,01001D,MVL,NP,Outdoor,Atmos,temp,31.2890625,0.0,2.0
2271,2021-11-17,01010D,MVL,NP,Outdoor,Atmos,rh,65.48229166666667,0.0,0.0
2272,2021-11-17,01010D,MVL,NP,Outdoor,Atmos,temp,32.646875,0.0,0.0
2293,2021-11-17,01027D,MVL,NP,Outdoor,Atmos,pm2.5,15.1875,4.0,2.0
2295,2021-11-17,01027D,MVL,NP,Outdoor,Atmos,temp,31.325000000000003,0.0,0.0
2308,2021-11-17,01035D,MVL,NP,Outdoor,Atmos,pm2.5,15.989583333333334,5.0,1.0
2310,2021-11-17,01035D,MVL,NP,Outdoor,Atmos,rh,66.77916666666667,0.0,0.0
2311,2021-11-17,01035D,MVL,NP,Outdoor,Atmos,temp,32.54375,0.0,0.0
2331,2021-11-17,01049D,MVL,NP,Outdoor,Atmos,pm2.5,12.604166666666666,4.0,3.0
2345,2021-11-17,01061D,MVL,NP,Outdoor,Atmos,pm2.5,18.125,2.0,0.0
2347,2021-11-17,01061D,MVL,NP,Outdoor,Atmos,rh,66.265625,0.0,0.0
2348,2021-11-17,01061D,MVL,NP,Outdoor,Atmos,temp,33.08958333333334,0.0,0.0
2361,2021-11-18,01001D,MVL,NP,Outdoor,Atmos,pm2.5,13.333333333333334,5.0,3.0
2363,2021-11-18,01001D,MVL,NP,Outdoor,Atmos,temp,26.691666666666666,0.0,0.0
2370,2021-11-18,01005D,MVL,NP,Outdoor,Atmos,temp,27.504166666666666,0.0,5.0
2383,2021-11-18,01010D,MVL,NP,Outdoor,Atmos,pm2.5,7.979166666666667,5.0,5.0
2385,2021-11-18,01010D,MVL,NP,Outdoor,Atmos,rh,71.28750000000001,0.0,0.0
2386,2021-11-18,01010D,MVL,NP,Outdoor,Atmos,temp,29.369791666666668,0.0,0.0
2407,2021-11-18,01027D,MVL,NP,Outdoor,Atmos,pm2.5,12.177083333333334,4.0,3.0
2409,2021-11-18,01027D,MVL,NP,Outdoor,Atmos,temp,27.675,0.0,0.0
2422,2021-11-18,01035D,MVL,NP,Outdoor,Atmos,pm2.5,13.09375,4.0,3.0
2424,2021-11-18,01035D,MVL,NP,Outdoor,Atmos,rh,71.71249999999999,0.0,0.0
2425,2021-11-18,01035D,MVL,NP,Outdoor,Atmos,temp,29.318750000000005,0.0,0.0
2438,2021-11-18,01042D,MVL,NP,Outdoor,Atmos,pm2.5,9.208333333333334,5.0,4.0
2450,2021-11-18,01049D,MVL,NP,Outdoor,Atmos,pm2.5,11.0,5.0,4.0
2464,2021-11-18,01061D,MVL,NP,Outdoor,Atmos,pm2.5,14.947916666666666,5.0,2.0
2466,2021-11-18,01061D,MVL,NP,Outdoor,Atmos,rh,81.43645833333333,3.0,0.0
2467,2021-11-18,01061D,MVL,NP,Outdoor,Atmos,temp,28.3,0.0,0.0
2480,2021-11-19,01001D,MVL,NP,Outdoor,Atmos,pm2.5,23.208333333333332,0.0,0.0
2482,2021-11-19,01001D,MVL,NP,Outdoor,Atmos,rh,74.66979166666667,3.0,2.0
2483,2021-11-19,01001D,MVL,NP,Outdoor,Atmos,temp,33.1875,0.0,0.0
2504,2021-11-19,01010D,MVL,NP,Outdoor,Atmos,pm2.5,17.760416666666668,0.0,0.0
2506,2021-11-19,01010D,MVL,NP,Outdoor,Atmos,rh,59.9125,0.0,0.0
2507,2021-11-19,01010D,MVL,NP,Outdoor,Atmos,temp,34.309375,0.0,0.0
2528,2021-11-19,01027D,MVL,NP,Outdoor,Atmos,pm2.5,20.9375,0.0,0.0
2530,2021-11-19,01027D,MVL,NP,Outdoor,Atmos,temp,33.831250000000004,0.0,0.0
2543,2021-11-19,01035D,MVL,NP,Outdoor,Atmos,pm2.5,23.65625,0.0,0.0
2545,2021-11-19,01035D,MVL,NP,Outdoor,Atmos,rh,64.27395833333334,0.0,0.0
2546,2021-11-19,01035D,MVL,NP,Outdoor,Atmos,temp,33.175000000000004,0.0,0.0
2559,2021-11-19,01042D,MVL,NP,Outdoor,Atmos,pm2.5,20.34375,0.0,0.0
2573,2021-11-19,01049D,MVL,NP,Outdoor,Atmos,pm2.5,20.5,0.0,0.0
2587,2021-11-19,01061D,MVL,NP,Outdoor,Atmos,pm2.5,28.395833333333332,0.0,0.0
2589,2021-11-19,01061D,MVL,NP,Outdoor,Atmos,rh,60.5,0.0,0.0
2590,2021-11-19,01061D,MVL,NP,Outdoor,Atmos,temp,34.420833333333334,0.0,0.0
2603,2021-11-20,01001D,MVL,NP,Outdoor,Atmos,pm2.5,18.97826086956522,0.0,2.0
2605,2021-11-20,01001D,MVL,NP,Outdoor,Atmos,rh,65.51304347826087,2.0,3.0
2606,2021-11-20,01001D,MVL,NP,Outdoor,Atmos,temp,35.17826086956522,0.0,2.0
2627,2021-11-20,01010D,MVL,NP,Outdoor,Atmos,pm2.5,14.902173913043478,0.0,2.0
2629,2021-11-20,01010D,MVL,NP,Outdoor,Atmos,rh,53.446739130434786,0.0,2.0
2630,2021-11-20,01010D,MVL,NP,Outdoor,Atmos,temp,36.68152173913044,0.0,2.0
2643,2021-11-20,01016D,MVL,NP,Outdoor,Atmos,pm2.5,22.166666666666668,0.0,1.0
2645,2021-11-20,01016D,MVL,NP,Outdoor,Atmos,rh,50.29444444444445,0.0,1.0
2646,2021-11-20,01016D,MVL,NP,Outdoor,Atmos,temp,36.91388888888889,0.0,1.0
2659,2021-11-20,01027D,MVL,NP,Outdoor,Atmos,pm2.5,18.181818181818183,0.0,2.0
2661,2021-11-20,01027D,MVL,NP,Outdoor,Atmos,temp,36.413636363636364,0.0,2.0
2674,2021-11-20,01035D,MVL,NP,Outdoor,Atmos,pm2.5,20.329545454545453,0.0,2.0
2676,2021-11-20,01035D,MVL,NP,Outdoor,Atmos,rh,57.968181818181826,0.0,2.0
2677,2021-11-20,01035D,MVL,NP,Outdoor,Atmos,temp,35.55227272727273,0.0,2.0
2690,2021-11-20,01042D,MVL,NP,Outdoor,Atmos,pm2.5,18.51388888888889,0.0,1.0
2704,2021-11-20,01049D,MVL,NP,Outdoor,Atmos,pm2.5,16.782608695652176,0.0,1.0
2718,2021-11-20,01061D,MVL,NP,Outdoor,Atmos,pm2.5,25.782608695652176,0.0,1.0
2720,2021-11-20,01061D,MVL,NP,Outdoor,Atmos,rh,53.85,0.0,1.0
2721,2021-11-20,01061D,MVL,NP,Outdoor,Atmos,temp,36.54565217391305,0.0,1.0
2734,2021-11-21,01001D,MVL,NP,Outdoor,Atmos,pm2.5,13.84375,0.0,0.0
2736,2021-11-21,01001D,MVL,NP,Outdoor,Atmos,rh,61.37291666666667,0.0,0.0
2737,2021-11-21,01001D,MVL,NP,Outdoor,Atmos,temp,34.90208333333334,0.0,0.0
2758,2021-11-21,01010D,MVL,NP,Outdoor,Atmos,pm2.5,9.625,1.0,0.0
2760,2021-11-21,01010D,MVL,NP,Outdoor,Atmos,rh,56.104166666666664,0.0,0.0
2761,2021-11-21,01010D,MVL,NP,Outdoor,Atmos,temp,35.05833333333334,0.0,0.0
2766,2021-11-21,01016D,MVL,NP,Outdoor,Atmos,pm2.5,22.0625,0.0,2.0
2768,2021-11-21,01016D,MVL,NP,Outdoor,Atmos,rh,39.215625,0.0,2.0
2769,2021-11-21,01016D,MVL,NP,Outdoor,Atmos,temp,42.06875,1.0,2.0
2782,2021-11-21,01027D,MVL,NP,Outdoor,Atmos,pm2.5,14.041666666666666,0.0,0.0
2784,2021-11-21,01027D,MVL,NP,Outdoor,Atmos,temp,36.143750000000004,0.0,0.0
2797,2021-11-21,01035D,MVL,NP,Outdoor,Atmos,pm2.5,19.608695652173914,0.0,2.0
2799,2021-11-21,01035D,MVL,NP,Outdoor,Atmos,rh,60.84347826086957,0.0,2.0
2800,2021-11-21,01035D,MVL,NP,Outdoor,Atmos,temp,33.88695652173914,0.0,2.0
2821,2021-11-21,01049D,MVL,NP,Outdoor,Atmos,pm2.5,12.135416666666666,0.0,0.0
2835,2021-11-21,01061D,MVL,NP,Outdoor,Atmos,pm2.5,15.822916666666666,0.0,0.0
2837,2021-11-21,01061D,MVL,NP,Outdoor,Atmos,rh,49.38854166666667,0.0,0.0
2838,2021-11-21,01061D,MVL,NP,Outdoor,Atmos,temp,37.44895833333334,0.0,0.0
2851,2021-11-22,01001D,MVL,NP,Outdoor,Atmos,pm2.5,15.729166666666666,2.0,2.0
2853,2021-11-22,01001D,MVL,NP,Outdoor,Atmos,rh,65.8125,0.0,0.0
2854,2021-11-22,01001D,MVL,NP,Outdoor,Atmos,temp,34.47708333333333,0.0,0.0
2875,2021-11-22,01010D,MVL,NP,Outdoor,Atmos,pm2.5,12.291666666666666,2.0,2.0
2877,2021-11-22,01010D,MVL,NP,Outdoor,Atmos,rh,61.743750000000006,0.0,0.0
2878,2021-11-22,01010D,MVL,NP,Outdoor,Atmos,temp,33.925000000000004,0.0,0.0
2891,2021-11-22,01016D,MVL,NP,Outdoor,Atmos,pm2.5,19.354166666666668,2.0,4.0
2893,2021-11-22,01016D,MVL,NP,Outdoor,Atmos,rh,50.43541666666667,0.0,2.0
2894,2021-11-22,01016D,MVL,NP,Outdoor,Atmos,temp,37.123958333333334,0.0,2.0
2907,2021-11-22,01027D,MVL,NP,Outdoor,Atmos,pm2.5,16.645833333333332,2.0,2.0
2909,2021-11-22,01027D,MVL,NP,Outdoor,Atmos,temp,33.15208333333334,0.0,0.0
2922,2021-11-22,01035D,MVL,NP,Outdoor,Atmos,pm2.5,24.083333333333332,2.0,2.0
2924,2021-11-22,01035D,MVL,NP,Outdoor,Atmos,rh,64.728125,0.0,0.0
2925,2021-11-22,01035D,MVL,NP,Outdoor,Atmos,temp,33.35208333333333,0.0,0.0
2938,2021-11-22,01042D,MVL,NP,Outdoor,Atmos,pm2.5,12.321428571428571,2.0,3.0
2940,2021-11-22,01042D,MVL,NP,Outdoor,Atmos,rh,53.25,0.0,1.0
2941,2021-11-22,01042D,MVL,NP,Outdoor,Atmos,temp,33.478571428571435,0.0,1.0
2954,2021-11-22,01049D,MVL,NP,Outdoor,Atmos,pm2.5,15.09375,2.0,2.0
2968,2021-11-22,01061D,MVL,NP,Outdoor,Atmos,pm2.5,20.541666666666668,2.0,2.0
2970,2021-11-22,01061D,MVL,NP,Outdoor,Atmos,rh,58.18333333333334,0.0,0.0
2971,2021-11-22,01061D,MVL,NP,Outdoor,Atmos,temp,34.95104166666667,0.0,0.0
2984,2021-11-23,01001D,MVL,NP,Outdoor,Atmos,pm2.5,9.291666666666666,1.0,0.0
2986,2021-11-23,01001D,MVL,NP,Outdoor,Atmos,rh,71.0625,0.0,0.0
2987,2021-11-23,01001D,MVL,NP,Outdoor,Atmos,temp,33.643750000000004,0.0,0.0
3004,2021-11-23,01010D,MVL,NP,Outdoor,Atmos,pm2.5,6.395833333333333,1.0,1.0
3006,2021-11-23,01010D,MVL,NP,Outdoor,Atmos,rh,67.43645833333333,0.0,0.0
3007,2021-11-23,01010D,MVL,NP,Outdoor,Atmos,temp,32.545833333333334,0.0,0.0
3020,2021-11-23,01016D,MVL,NP,Outdoor,Atmos,pm2.5,20.291666666666668,1.0,4.0
3022,2021-11-23,01016D,MVL,NP,Outdoor,Atmos,rh,51.166666666666664,0.0,4.0
3023,2021-11-23,01016D,MVL,NP,Outdoor,Atmos,temp,37.369791666666664,0.0,4.0
3036,2021-11-23,01027D,MVL,NP,Outdoor,Atmos,pm2.5,10.21875,1.0,0.0
3038,2021-11-23,01027D,MVL,NP,Outdoor,Atmos,temp,32.077083333333334,0.0,0.0
3051,2021-11-23,01035D,MVL,NP,Outdoor,Atmos,pm2.5,14.614583333333334,0.0,0.0
3053,2021-11-23,01035D,MVL,NP,Outdoor,Atmos,rh,67.0125,0.0,0.0
3054,2021-11-23,01035D,MVL,NP,Outdoor,Atmos,temp,32.79791666666667,0.0,0.0
3067,2021-11-23,01042D,MVL,NP,Outdoor,Atmos,pm2.5,9.270833333333334,1.0,0.0
3069,2021-11-23,01042D,MVL,NP,Outdoor,Atmos,rh,58.25833333333333,0.0,0.0
3070,2021-11-23,01042D,MVL,NP,Outdoor,Atmos,temp,32.140625,0.0,0.0
3083,2021-11-23,01049D,MVL,NP,Outdoor,Atmos,pm2.5,9.697916666666666,1.0,0.0
3097,2021-11-23,01061D,MVL,NP,Outdoor,Atmos,pm2.5,10.375,1.0,0.0
3099,2021-11-23,01061D,MVL,NP,Outdoor,Atmos,rh,60.46458333333334,0.0,0.0
3100,2021-11-23,01061D,MVL,NP,Outdoor,Atmos,temp,34.72604166666667,0.0,0.0
3113,2021-11-24,01001D,MVL,NP,Outdoor,Atmos,pm2.5,23.739583333333332,0.0,0.0
3115,2021-11-24,01001D,MVL,NP,Outdoor,Atmos,rh,74.00625000000001,0.0,0.0
3116,2021-11-24,01001D,MVL,NP,Outdoor,Atmos,temp,32.295833333333334,0.0,0.0
3129,2021-11-24,01005D,MVL,NP,Outdoor,Atmos,pm2.5,25.427083333333332,0.0,2.0
3131,2021-11-24,01005D,MVL,NP,Outdoor,Atmos,rh,59.753125000000004,0.0,2.0
3132,2021-11-24,01005D,MVL,NP,Outdoor,Atmos,temp,32.697916666666664,0.0,2.0
3145,2021-11-24,01010D,MVL,NP,Outdoor,Atmos,pm2.5,19.5625,0.0,0.0
3147,2021-11-24,01010D,MVL,NP,Outdoor,Atmos,rh,69.72395833333333,0.0,0.0
3148,2021-11-24,01010D,MVL,NP,Outdoor,Atmos,temp,31.29479166666667,0.0,0.0
3169,2021-11-24,01027D,MVL,NP,Outdoor,Atmos,pm2.5,24.645833333333332,0.0,0.0
3171,2021-11-24,01027D,MVL,NP,Outdoor,Atmos,temp,30.253125,0.0,0.0
3184,2021-11-24,01035D,MVL,NP,Outdoor,Atmos,pm2.5,27.020833333333332,0.0,0.0
3186,2021-11-24,01035D,MVL,NP,Outdoor,Atmos,rh,67.06770833333333,0.0,0.0
3187,2021-11-24,01035D,MVL,NP,Outdoor,Atmos,temp,32.177083333333336,0.0,0.0
3200,2021-11-24,01042D,MVL,NP,Outdoor,Atmos,pm2.5,24.302083333333332,0.0,0.0
3202,2021-11-24,01042D,MVL,NP,Outdoor,Atmos,rh,62.989583333333336,0.0,0.0
3203,2021-11-24,01042D,MVL,NP,Outdoor,Atmos,temp,29.981250000000003,0.0,0.0
3216,2021-11-24,01049D,MVL,NP,Outdoor,Atmos,pm2.5,22.041666666666668,0.0,0.0
3230,2021-11-24,01061D,MVL,NP,Outdoor,Atmos,pm2.5,32.270833333333336,0.0,0.0
3232,2021-11-24,01061D,MVL,NP,Outdoor,Atmos,rh,66.1125,0.0,0.0
3233,2021-11-24,01061D,MVL,NP,Outdoor,Atmos,temp,32.58541666666667,0.0,0.0
3262,2021-11-25,01010D,MVL,NP,Outdoor,Atmos,pm2.5,14.916666666666666,3.0,2.0
3264,2021-11-25,01010D,MVL,NP,Outdoor,Atmos,rh,73.75833333333334,0.0,0.0
3265,2021-11-25,01010D,MVL,NP,Outdoor,Atmos,temp,30.703125,0.0,0.0
3286,2021-11-25,01027D,MVL,NP,Outdoor,Atmos,pm2.5,17.104166666666668,2.0,2.0
3288,2021-11-25,01027D,MVL,NP,Outdoor,Atmos,temp,30.146874999999998,0.0,0.0
3301,2021-11-25,01035D,MVL,NP,Outdoor,Atmos,pm2.5,19.885416666666668,2.0,1.0
3303,2021-11-25,01035D,MVL,NP,Outdoor,Atmos,rh,72.05104166666668,0.0,0.0
3304,2021-11-25,01035D,MVL,NP,Outdoor,Atmos,temp,31.295833333333334,0.0,0.0
3317,2021-11-25,01042D,MVL,NP,Outdoor,Atmos,pm2.5,17.03125,3.0,2.0
3319,2021-11-25,01042D,MVL,NP,Outdoor,Atmos,rh,64.125,0.0,0.0
3320,2021-11-25,01042D,MVL,NP,Outdoor,Atmos,temp,29.98541666666667,0.0,0.0
3333,2021-11-25,01049D,MVL,NP,Outdoor,Atmos,pm2.5,16.364583333333332,3.0,2.0
3347,2021-11-25,01061D,MVL,NP,Outdoor,Atmos,pm2.5,23.875,2.0,0.0
3349,2021-11-25,01061D,MVL,NP,Outdoor,Atmos,rh,67.54791666666667,0.0,0.0
3350,2021-11-25,01061D,MVL,NP,Outdoor,Atmos,temp,32.684375,0.0,0.0
3357,2021-11-26,01001D,MVL,NP,Outdoor,Atmos,temp,31.016666666666666,0.0,0.0
3368,2021-11-26,01010D,MVL,NP,Outdoor,Atmos,rh,77.16979166666667,0.0,1.0
3369,2021-11-26,01010D,MVL,NP,Outdoor,Atmos,temp,29.64791666666667,0.0,1.0
3380,2021-11-26,01027D,MVL,NP,Outdoor,Atmos,temp,29.075000000000003,0.0,0.0
3387,2021-11-26,01035D,MVL,NP,Outdoor,Atmos,rh,75.06041666666667,0.0,0.0
3388,2021-11-26,01035D,MVL,NP,Outdoor,Atmos,temp,30.307291666666668,0.0,0.0
3395,2021-11-26,01042D,MVL,NP,Outdoor,Atmos,rh,65.79270833333334,0.0,0.0
3396,2021-11-26,01042D,MVL,NP,Outdoor,Atmos,temp,29.345833333333335,0.0,0.0
3409,2021-11-26,01061D,MVL,NP,Outdoor,Atmos,rh,70.26875,0.0,0.0
3410,2021-11-26,01061D,MVL,NP,Outdoor,Atmos,temp,31.84166666666667,0.0,0.0
3418,2021-11-27,01001D,MVL,NP,Outdoor,Atmos,rh,79.96770833333333,3.0,3.0
3419,2021-11-27,01001D,MVL,NP,Outdoor,Atmos,temp,31.09166666666667,0.0,0.0
3430,2021-11-27,01005D,MVL,NP,Outdoor,Atmos,rh,61.31875,0.0,1.0
3431,2021-11-27,01005D,MVL,NP,Outdoor,Atmos,temp,32.059375,0.0,1.0
3439,2021-11-27,01010D,MVL,NP,Outdoor,Atmos,rh,74.05520833333334,0.0,0.0
3440,2021-11-27,01010D,MVL,NP,Outdoor,Atmos,temp,29.912500000000005,0.0,0.0
3460,2021-11-27,01027D,MVL,NP,Outdoor,Atmos,temp,28.383333333333336,0.0,0.0
3472,2021-11-27,01035D,MVL,NP,Outdoor,Atmos,rh,70.55520833333334,0.0,0.0
3473,2021-11-27,01035D,MVL,NP,Outdoor,Atmos,temp,30.972916666666666,0.0,0.0
3485,2021-11-27,01042D,MVL,NP,Outdoor,Atmos,rh,66.84479166666667,0.0,0.0
3486,2021-11-27,01042D,MVL,NP,Outdoor,Atmos,temp,28.52916666666667,0.0,0.0
3500,2021-11-27,01061D,MVL,NP,Outdoor,Atmos,rh,68.26354166666667,0.0,0.0
3501,2021-11-27,01061D,MVL,NP,Outdoor,Atmos,temp,31.677083333333332,0.0,0.0
3509,2021-11-28,01001D,MVL,NP,Outdoor,Atmos,temp,30.200000000000003,0.0,2.0
3527,2021-11-28,01010D,MVL,NP,Outdoor,Atmos,rh,76.29791666666667,0.0,0.0
3528,2021-11-28,01010D,MVL,NP,Outdoor,Atmos,temp,29.11666666666667,0.0,0.0
3543,2021-11-28,01027D,MVL,NP,Outdoor,Atmos,temp,28.817647058823532,0.0,1.0
3554,2021-11-28,01035D,MVL,NP,Outdoor,Atmos,rh,76.97916666666667,0.0,2.0
3555,2021-11-28,01035D,MVL,NP,Outdoor,Atmos,temp,29.63888888888889,0.0,2.0
3562,2021-11-28,01042D,MVL,NP,Outdoor,Atmos,rh,69.06666666666668,0.0,2.0
3563,2021-11-28,01042D,MVL,NP,Outdoor,Atmos,temp,28.202380952380953,0.0,2.0
3576,2021-11-28,01061D,MVL,NP,Outdoor,Atmos,rh,72.15625,0.0,0.0
3577,2021-11-28,01061D,MVL,NP,Outdoor,Atmos,temp,30.458333333333332,0.0,0.0
3584,2021-11-29,01001D,MVL,NP,Outdoor,Atmos,temp,30.91979166666667,0.0,0.0
3595,2021-11-29,01010D,MVL,NP,Outdoor,Atmos,rh,74.39166666666667,0.0,0.0
3596,2021-11-29,01010D,MVL,NP,Outdoor,Atmos,temp,29.66354166666667,0.0,0.0
3603,2021-11-29,01016D,MVL,NP,Outdoor,Atmos,rh,60.788541666666674,0.0,1.0
3604,2021-11-29,01016D,MVL,NP,Outdoor,Atmos,temp,33.1875,0.0,1.0
3612,2021-11-29,01027D,MVL,NP,Outdoor,Atmos,temp,29.762500000000003,0.0,0.0
3619,2021-11-29,01035D,MVL,NP,Outdoor,Atmos,rh,76.28750000000001,0.0,0.0
3620,2021-11-29,01035D,MVL,NP,Outdoor,Atmos,temp,29.877083333333335,0.0,0.0
3627,2021-11-29,01042D,MVL,NP,Outdoor,Atmos,rh,62.59791666666667,0.0,0.0
3628,2021-11-29,01042D,MVL,NP,Outdoor,Atmos,temp,29.90625,0.0,0.0
3641,2021-11-29,01061D,MVL,NP,Outdoor,Atmos,rh,63.614583333333336,0.0,0.0
3642,2021-11-29,01061D,MVL,NP,Outdoor,Atmos,temp,32.70729166666667,0.0,0.0
3655,2021-11-30,01001D,MVL,NP,Outdoor,Atmos,pm2.5,8.476190476190476,0.0,0.0
3657,2021-11-30,01001D,MVL,NP,Outdoor,Atmos,rh,73.31309523809524,0.0,0.0
3658,2021-11-30,01001D,MVL,NP,Outdoor,Atmos,temp,33.272619047619045,0.0,0.0
3671,2021-11-30,01005D,MVL,NP,Outdoor,Atmos,pm2.5,10.708333333333334,0.0,4.0
3673,2021-11-30,01005D,MVL,NP,Outdoor,Atmos,rh,52.23541666666667,0.0,4.0
3674,2021-11-30,01005D,MVL,NP,Outdoor,Atmos,temp,35.498958333333334,0.0,4.0
3687,2021-11-30,01010D,MVL,NP,Outdoor,Atmos,pm2.5,6.697916666666667,0.0,0.0
3689,2021-11-30,01010D,MVL,NP,Outdoor,Atmos,rh,67.58333333333333,0.0,0.0
3690,2021-11-30,01010D,MVL,NP,Outdoor,Atmos,temp,32.021875,0.0,0.0
3711,2021-11-30,01027D,MVL,NP,Outdoor,Atmos,pm2.5,10.9375,0.0,0.0
3713,2021-11-30,01027D,MVL,NP,Outdoor,Atmos,temp,33.483333333333334,0.0,0.0
3726,2021-11-30,01035D,MVL,NP,Outdoor,Atmos,pm2.5,12.8,0.0,3.0
3728,2021-11-30,01035D,MVL,NP,Outdoor,Atmos,rh,71.91666666666667,0.0,3.0
3729,2021-11-30,01035D,MVL,NP,Outdoor,Atmos,temp,31.51,0.0,3.0
3742,2021-11-30,01042D,MVL,NP,Outdoor,Atmos,pm2.5,8.729166666666666,0.0,0.0
3744,2021-11-30,01042D,MVL,NP,Outdoor,Atmos,rh,54.442708333333336,0.0,0.0
3745,2021-11-30,01042D,MVL,NP,Outdoor,Atmos,temp,33.44583333333333,0.0,0.0
3758,2021-11-30,01049D,MVL,NP,Outdoor,Atmos,pm2.5,7.84375,1.0,0.0
3772,2021-11-30,01061D,MVL,NP,Outdoor,Atmos,pm2.5,10.489583333333334,0.0,0.0
3774,2021-11-30,01061D,MVL,NP,Outdoor,Atmos,rh,55.48854166666667,0.0,0.0
3775,2021-11-30,01061D,MVL,NP,Outdoor,Atmos,temp,35.62708333333334,0.0,0.0
3788,2021-12-01,01001D,MVL,NP,Outdoor,Atmos,pm2.5,37.421875,0.0,1.0
3790,2021-12-01,01001D,MVL,NP,Outdoor,Atmos,rh,64.2609375,0.0,1.0
3791,2021-12-01,01001D,MVL,NP,Outdoor,Atmos,temp,34.548437500000006,0.0,1.0
3812,2021-12-01,01010D,MVL,NP,Outdoor,Atmos,pm2.5,26.083333333333332,0.0,0.0
3814,2021-12-01,01010D,MVL,NP,Outdoor,Atmos,rh,65.38854166666667,0.0,0.0
3815,2021-12-01,01010D,MVL,NP,Outdoor,Atmos,temp,32.39166666666667,0.0,0.0
3828,2021-12-01,01016D,MVL,NP,Outdoor,Atmos,pm2.5,35.8125,0.0,1.0
3830,2021-12-01,01016D,MVL,NP,Outdoor,Atmos,rh,54.40833333333333,0.0,1.0
3831,2021-12-01,01016D,MVL,NP,Outdoor,Atmos,temp,35.525,0.0,1.0
3844,2021-12-01,01027D,MVL,NP,Outdoor,Atmos,pm2.5,28.958333333333332,0.0,0.0
